Season,Player,MP,PTS,AST,TRB,STL,BLK,TS%,PER,WS,BPM,VORP,USG%,W/L%,PTS_W/L,Share
2015,Gordon Hayward,1.5625224172163936,1.9231042456262568,1.1351394873528002,0.3712918482472073,1.6246185198783343,-0.07945333927730745,0.7613189805452811,1.3741263766277128,1.9972385616414243,1.6461034538872739,2.4705062042683332,1.4377567212024152,0.463,1.332085614598594,0.0
2015,Nikola Vučević,1.535428562656922,1.9231042456262568,-0.05894126843310196,2.9212023638477924,-0.0933826415258,0.5677493581471168,0.4371675344123715,1.6574349634846568,1.398161539020573,0.5714732777658886,0.7996682375216612,1.396617754373398,0.305,0.3801291452752611,0.0
2015,Chris Paul,1.6167101263353378,1.8843634157180507,4.603659777968993,0.24379632246717772,2.851762206595573,-0.5109218042269237,1.2560764509586724,2.6381185333740773,4.604985601285132,3.0327230359793833,4.900815974081675,0.9235196358396977,0.683,2.6149510684706034,0.095
2015,Monta Ellis,1.4676939262582411,1.845622585809844,1.1351394873528002,-0.69117086658637,2.851762206595573,-0.29518757175211563,-0.22819596028149944,0.5677865524964115,0.20000749377886978,0.22481838224286108,0.41993233598832663,1.787437939249063,0.61,2.1415951314223403,0.0
2015,Pau Gasol,1.5625224172163936,1.768140925993432,0.33908565016219894,3.3036889411878803,-1.075097590899591,3.156560147844814,0.4712887392684674,1.9189505821218353,2.596315584262276,1.47277600612576,2.2426646633483327,1.1292144699847846,0.61,2.0654236293186834,0.0
2015,Victor Oladipo,1.7386324718529638,1.6519184362688135,1.1351394873528002,0.07380228809380561,2.360904731908678,-0.29518757175211563,0.07889488342336407,0.43702874317782214,0.16476766891881967,0.12082191358595282,0.2680379753749928,1.232061887057328,0.305,0.24682901659386033,0.0
2015,Kyle Lowry,1.5760693444961298,1.6325480213147108,2.6703861733632466,0.286294831060521,2.11547599456523,-0.5109218042269237,0.07889488342336407,1.177989662649829,1.433401363880623,1.2994485583642463,1.7869815815083312,1.2732008538863453,0.598,1.8654422184678512,0.0
2015,Derrick Rose,0.9664576169080041,1.6131776063606074,1.5900273943188588,-0.3511827978396252,-0.0933826415258,-0.29518757175211563,-0.501165599130267,0.43702874317782214,-0.6457483028623325,0.05149093448134734,-0.11169792615834184,2.5690783090003935,0.61,1.913080625111368,0.0
2015,John Wall,1.7657263264124354,1.5938071914065048,4.489937801227479,0.24379632246717772,2.360904731908678,0.3520151256723087,0.010652473711172174,1.308747471968418,1.6800801379009735,1.5074414956780626,2.4705062042683332,1.417187237787907,0.561,1.6248151946092486,0.0
2015,Marc Gasol,1.3999592898595605,1.555066361498298,0.9645565222405287,1.6037485974541563,0.3974748331610957,2.50935745042039,0.6077735586928512,1.7010208999241865,2.525835934542176,2.027423838962604,3.0780836467216686,1.1086449865702763,0.671,2.1872980326845353,0.002
2015,Dirk Nowitzki,0.9122699077890598,1.5356959465441955,-0.11580225680385928,0.796276934180638,-0.5842401162126954,-0.07945333927730745,0.6418947635489471,1.1561966944300637,1.4686411887406732,1.0221246419458243,1.2553513193616626,1.170353436813802,0.61,1.836909123007711,0.0
2015,Kemba Walker,1.535428562656922,1.5356959465441955,1.7037493710603728,-0.22368727205959604,1.6246185198783343,0.1362808931975006,-0.6205898161266028,0.8075092029138258,0.5171659175193206,1.056790131498127,1.1794041390549956,1.3760482709588888,0.402,0.7135667739511491,0.0
2015,Brook Lopez,0.8580821986701149,1.516325531590092,-0.7981341172529464,1.4337545630807844,-0.3388113788692477,2.9408259153700063,0.6077735586928512,1.9189505821218353,1.398161539020573,0.6754697464227968,0.6477738769083274,1.458326204616924,0.463,1.0285546658470113,0.0
2015,Tobias Harris,1.6167101263353378,1.4969551166359893,-0.17266324517461645,0.9662709685540102,0.6429035705045435,0.1362808931975006,0.4883493416965154,0.6113724889359412,0.6228853920994708,0.43281131955667757,0.5718266966016604,0.6766858348655934,0.305,0.17065751449020317,0.0
2015,Brandon Knight,1.2780369443419346,1.4775847016818862,1.7606103594311304,-0.05369323768622375,1.6246185198783343,-0.5109218042269237,0.3518645222721316,0.6985443618150012,0.5171659175193206,0.8141317046320077,0.8756154178283281,1.3760482709588888,0.5,1.1960070991601337,0.0
2015,Eric Bledsoe,1.5896162717758662,1.4775847016818862,2.2723592547679456,0.49878737402723644,2.11547599456523,0.3520151256723087,0.5565917514087073,0.9818529486719444,1.398161539020573,0.9874591523935214,1.6350872208949971,0.9235196358396977,0.476,1.068638357937624,0.0
2015,Andrew Wiggins,1.8063671082516444,1.4582142867277827,-0.0020802800623446536,0.24379632246717772,0.6429035705045435,0.3520151256723087,-0.09171114085711567,0.0011693787825240683,-0.32858987912188165,-0.5724878774601021,-0.7952225489183441,0.6972553182801023,0.195,-0.4287247971451348,0.0
2015,Tony Wroten,0.9393637623485319,1.4582142867277827,1.7606103594311304,-0.47867832361965457,2.11547599456523,-0.29518757175211563,-0.484104996702219,0.21909906098017312,-0.9629067266027834,-0.15650200283246915,-0.4154866473850095,2.3222445080262895,0.22,-0.2968294707566295,0.0
2015,Paul Millsap,1.33222465346088,1.4194734568195768,0.566529603645228,1.6037485974541563,2.6063334692521263,0.9992178230967331,0.7271977756891851,1.330540440188183,1.8562792622012245,1.4381105165734571,1.9388759421216648,0.9440891192542066,0.732,2.3586839124177645,0.0
2015,Tyreke Evans,1.5218816353771856,1.400103041865474,2.556664196621732,0.5412858826205794,1.3791897825348869,0.1362808931975006,-0.2452565627095474,0.8293021711335902,0.5524057423793706,0.6754697464227968,1.103456958748329,1.417187237787907,0.549,1.3874972605961322,0.0
2015,Al Jefferson,1.0477391805864211,1.400103041865474,-0.22952423354537377,1.8587396490142152,-0.0933826415258,1.8621547529959657,-0.3817413821339312,1.2651615355288883,0.5876455672394209,0.8141317046320077,0.7996682375216612,1.458326204616924,0.402,0.625719803902095,0.0
2015,Kawhi Leonard,1.2103023079432544,1.3807326269113707,0.22536367342068434,1.3487575458940981,3.833477155969364,0.7834835906219251,0.7613189805452811,1.7663998045834812,1.9619987367813743,2.304747755381026,2.546453384575,0.7795332519381368,0.671,1.9987735649779832,0.001
2015,Isaiah Thomas,0.3974866711590868,1.3613622119572675,1.1920004757235578,-0.7336693751797131,0.3974748331610957,-0.7266560367017318,0.9660462096818567,1.461298249506773,1.081003115280122,1.3687795374688518,1.1794041390549956,1.7668684558345547,0.5,1.1023536129671119,0.0
2015,Kevin Love,1.4812408535379766,1.3613622119572675,0.05478070830841266,2.4112202607276747,-0.0933826415258,0.1362808931975006,0.6760159684050431,1.0690248215510045,1.9972385616414243,1.1954520897073382,1.7110344012016643,0.5121299675495237,0.646,1.8498333041023478,0.0
2015,JJ Redick,1.088379962425629,1.3613622119572675,-0.17266324517461645,-0.8186663923663992,-0.5842401162126954,-0.7266560367017318,1.6996521140879195,0.5024076478371167,1.2924420644404226,0.7101352359750995,0.951562598134995,0.3681435836479629,0.683,2.0392630888420995,0.0
2015,Goran Dragić,1.4812408535379766,1.3419917970031647,1.3625834408358295,-0.22368727205959604,0.6429035705045435,-0.5109218042269237,0.9319250048257608,0.7639232664742953,1.3276818893004727,0.5368077882135858,0.7996682375216612,0.5326994509640326,0.5,1.0867446986016087,0.0
2015,Darren Collison,1.6167101263353378,1.3032509670949588,1.9880543129141592,-0.3511827978396252,1.8700472572217823,-0.29518757175211563,0.8978037999696649,0.7857162346940606,0.27048714349896985,0.9874591523935214,0.6477738769083274,0.3475741002334539,0.354,0.32172058771954665,0.0
2015,George Hill,0.8987229805093234,1.3032509670949588,1.7037493710603728,0.07380228809380561,0.6429035705045435,-0.29518757175211563,0.9660462096818567,1.6574349634846568,0.8343243412597716,2.0967548180672093,1.1794041390549956,0.9440891192542066,0.463,0.8695622641199918,0.0
2015,Zach Randolph,1.3051307989014074,1.3032509670949588,0.05478070830841266,2.75120832947442,0.6429035705045435,-0.5109218042269237,0.2665615101318918,1.2215755990893586,1.4686411887406732,0.7101352359750995,0.8756154178283281,1.0469365363267502,0.671,1.9149849126639604,0.0
2015,Derrick Favors,1.0748330351458932,1.2838805521408554,-0.3432462102868883,1.7737426318275284,0.152046095817648,2.725091682895198,0.6077735586928512,1.7228138681439515,1.8562792622012245,1.1261211106027327,1.4072456799749966,0.9440891192542066,0.463,0.8551084094175354,0.0
2015,Wesley Matthews,1.4676939262582411,1.2645101371867524,0.11164169667916972,-0.13869025487290979,1.3791897825348869,-0.5109218042269237,1.0854704266781925,0.4806146796173522,1.1162429401401723,1.334114047916549,1.4072456799749966,0.12130978267385864,0.622,1.6298724828636717,0.0
2015,Greg Monroe,1.1019268897053653,1.2645101371867524,-0.0020802800623446536,2.62371280369439,0.8883323078479914,0.1362808931975006,0.45422813684041946,1.5920560588253618,1.3276818893004727,0.9527936628412188,1.027509778441662,0.9646586026687148,0.39,0.4783092166342789,0.0
2015,Jeff Teague,1.0341922533066847,1.2645101371867524,2.784108150104761,-0.6486723579930269,2.360904731908678,-0.07945333927730745,0.7442583781172332,1.461298249506773,1.6448403130409237,1.2647830688119435,1.5591400405883302,1.252631370471837,0.732,2.1758723073689867,0.0
2015,Mike Conley,1.2103023079432544,1.2451397222326495,1.8743323361726452,-0.4361798150263115,1.3791897825348869,-0.5109218042269237,0.6077735586928512,1.0254388851114749,1.3276818893004727,1.2301175792596408,1.4831928602816635,0.9235196358396977,0.671,1.8521434234284426,0.0
2015,Jamal Crawford,0.505862089396976,1.2451397222326495,0.22536367342068434,-0.9036634095530854,0.3974748331610957,-0.5109218042269237,0.16419789556360392,0.5895795207161767,0.20000749377886978,0.502142298661283,0.34398515568165966,1.7257294890055375,0.683,1.9113324267024323,0.0
2015,Dwight Howard,0.9393637623485319,1.2451397222326495,-0.5138291753991601,2.75120832947442,-0.0933826415258,1.8621547529959657,1.2560764509586724,1.1561966944300637,0.20000749377886978,0.12082191358595282,-0.18764510646500876,0.8412417021816632,0.683,1.9113324267024323,0.0
2015,Chandler Parsons,1.3864123625798244,1.225769307278546,0.16850268504992702,0.3712918482472073,0.6429035705045435,-0.29518757175211563,0.7613189805452811,0.5242006160568818,0.8695641661198216,0.8141317046320077,0.951562598134995,0.28586564998992836,0.61,1.532223114593081,0.0
2015,Enes Freedom,0.7632537077119622,1.1870284773703401,-0.7981341172529464,2.0712321919809304,-0.5842401162126954,-0.07945333927730745,0.7101371732611371,1.395919344847478,1.1867225898602725,-0.05250553417556092,-0.11169792615834184,1.1292144699847846,0.5,0.9618733836775798,0.0
2015,Lou Williams,0.3162051074806699,1.1870284773703401,-0.0020802800623446536,-0.9036634095530854,0.8883323078479914,-0.7266560367017318,0.7101371732611371,1.308747471968418,1.2572022395803724,1.1607866001550353,1.1794041390549956,1.6023125885184848,0.598,1.4360722021015788,0.0
2015,Brandon Jennings,0.7768006349916985,1.1676580624162372,2.556664196621732,-0.6486723579930269,0.8883323078479914,-0.7266560367017318,-0.006408128716875798,1.2651615355288883,0.0942880191987194,1.4034450270211545,0.6477738769083274,1.458326204616924,0.39,0.4174344506088148,0.0
2015,Bradley Beal,1.4270531444190322,1.1482876474621342,0.566529603645228,-0.09619174627956686,1.1337610451914388,-0.29518757175211563,-0.02346873114492377,0.022962347002288896,0.2352473186389199,0.29414936134746655,0.2680379753749928,0.6766858348655934,0.561,1.2220115504930629,0.0
2015,Markieff Morris,1.169661526104046,1.1482876474621342,0.11164169667916972,0.9237724599606673,1.1337610451914388,0.1362808931975006,0.010652473711172174,0.41523577495805736,0.5524057423793706,0.15548740313825557,0.2680379753749928,0.8412417021816632,0.476,0.8160236878463143,0.0
2015,Al Horford,1.0341922533066847,1.1289172325080308,0.6233905920159852,1.3487575458940981,0.3974748331610957,1.8621547529959657,0.6930765708330892,1.6356419952648915,1.9972385616414243,1.6807689434395765,2.1667174830416656,0.6149773846220672,0.732,2.0159121529513055,0.0
2015,Ty Lawson,1.7115386172934912,1.1289172325080308,4.26249384774445,-0.39368130643296834,1.1337610451914388,-0.7266560367017318,0.06183428099531609,1.0036459168917096,1.398161539020573,1.0221246419458243,1.5591400405883302,0.28586564998992836,0.366,0.27920190498791475,0.0
2015,Jeff Green,1.169661526104046,1.0901764025998248,-0.22952423354537377,0.07380228809380561,-0.0933826415258,-0.07945333927730745,0.19831910041969988,0.1101342198813486,0.7638446915396713,0.19015289269055832,0.34398515568165966,0.5532689343785409,0.5,0.8838288118500619,0.0
2015,Andrea Bargnani,0.5735967257956566,1.0514355726916187,-0.28638522191613097,0.15879930528049185,-1.5659550655864867,0.9992178230967331,0.07889488342336407,0.5895795207161767,-0.7514677774424828,-0.12183651328016644,-0.4154866473850095,1.4788956880314323,0.207,-0.5011189419723403,0.0
2015,Jrue Holiday,1.3186777261811435,1.0514355726916187,2.727247161734004,-0.2661857806529392,2.11547599456523,0.3520151256723087,-0.006408128716875798,1.0690248215510045,0.12952784405876952,1.2301175792596408,0.6477738769083274,0.8001027353526459,0.549,1.079002677076319,0.0
2015,Michael Carter-Williams,1.3186777261811435,1.0126947427834125,2.6135251849924894,0.5412858826205794,2.360904731908678,0.1362808931975006,-1.0471048768278013,0.04475531522205372,-0.7867076023025329,-0.12183651328016644,-0.18764510646500876,1.5406041382749587,0.5,0.8213931543880475,0.0
2015,Reggie Jackson,0.8987229805093234,0.9933243278293095,2.2154982663971885,0.07380228809380561,0.152046095817648,-0.7266560367017318,-0.1940747554254035,0.7203373300347656,0.6581252169595211,0.640804256870494,0.7996682375216612,1.1086449865702763,0.5,0.805784240022544,0.0
2015,Joe Johnson,1.6302570536150742,0.9739539128752065,0.9076955338697715,0.328793339653864,-0.0933826415258,-0.5109218042269237,0.010652473711172174,0.04475531522205372,0.3762066180791201,0.22481838224286108,0.41993233598832663,0.22415719974640214,0.463,0.6238467341782342,0.0
2015,Tony Parker,0.7903475622714343,0.9739539128752065,1.5900273943188588,-0.9036634095530854,-0.3388113788692477,-0.9423902691765399,0.28362211255993974,0.43702874317782214,0.3762066180791201,-0.19116749238477193,-0.3395394670783426,1.0880755031557674,0.671,1.5588831403293615,0.0
2015,Serge Ibaka,1.3864123625798244,0.9545834979211034,-0.6844121405114318,1.6037485974541563,-0.5842401162126954,4.235231310218854,0.45422813684041946,0.5895795207161767,0.9048039909798715,0.5714732777658886,0.6477738769083274,-0.06381556805672009,0.549,0.9933097372097043,0.0
2015,Mo Williams,0.8445352713903791,0.9352130829670001,2.3292202431387032,-0.6061738493996838,-0.0933826415258,-0.5109218042269237,-0.17701415299735554,0.32806390207899766,-0.32858987912188165,-0.01784004462325818,-0.11169792615834184,1.232061887057328,0.5,0.7589574969260331,0.0
2015,Thaddeus Young,1.2373961625027268,0.9158426680128972,0.11164169667916972,0.5837843912139227,2.11547599456523,-0.29518757175211563,-0.2623171651375954,0.39344280673829213,0.02380836947861931,0.22481838224286108,0.2680379753749928,0.47099100072050637,0.5,0.7433485825605296,0.0
2015,Luol Deng,1.454146998978505,0.8964722530587941,-0.11580225680385928,0.49878737402723644,0.3974748331610957,-0.29518757175211563,0.6589553659769951,0.34985687029876245,0.8343243412597716,0.2594838717951638,0.34398515568165966,0.059601332430332395,0.451,0.5135853631003169,0.0
2015,Avery Bradley,1.169661526104046,0.8771018381046911,-0.17266324517461645,-0.39368130643296834,0.8883323078479914,-0.5109218042269237,-0.2623171651375954,-0.5218618584918338,-0.1876305796816813,-0.5031568983554967,-0.6433281883050103,0.3681435836479629,0.488,0.6600594155062024,0.0
2015,Alec Burks,1.413506217139296,0.8771018381046911,0.5096686152744706,0.07380228809380561,-0.3388113788692477,-0.5109218042269237,0.02771307613922015,-0.19496733519536014,-0.46954917856208206,-0.3298294505939829,-0.49143382769167643,0.32700461681894566,0.463,0.5515774606659527,0.0
2015,Wilson Chandler,1.1967553806635183,0.8771018381046911,-0.22952423354537377,0.881273951367324,-0.0933826415258,-0.07945333927730745,0.010652473711172174,-0.15138139875583048,0.20000749377886978,0.05149093448134734,0.11614361476165894,0.1830182329173849,0.366,0.13066747588578276,0.0
2015,Tim Duncan,0.8174414168309065,0.8771018381046911,0.5096686152744706,2.1562292091676163,0.152046095817648,3.372294380319622,0.6418947635489471,1.897157613902071,2.314396985381875,2.027423838962604,2.4705062042683332,0.6149773846220672,0.671,1.454147324936832,0.001
2015,Andre Drummond,1.0341922533066847,0.8577314231505881,-0.7981341172529464,4.026163587274712,0.3974748331610957,3.156560147844814,-0.3134989724217393,1.6356419952648915,1.6448403130409237,0.22481838224286108,0.34398515568165966,0.5738384177930499,0.39,0.22263519932733014,0.0
2015,Ryan Anderson,0.6277844349146009,0.8383610081964847,-0.6844121405114318,0.328793339653864,-0.5842401162126954,-0.29518757175211563,0.02771307613922015,0.3716498385185273,0.16476766891881967,0.15548740313825557,-0.035750745851674946,0.8618111855961714,0.549,0.8904782093697664,0.0
2015,Robert Covington,0.6819721440335452,0.7996201782882788,-0.3432462102868883,0.20129781387383477,1.6246185198783343,-0.07945333927730745,0.5395311489806593,0.17551312454064308,0.34096679321907014,0.502142298661283,0.41993233598832663,0.5326994509640326,0.22,-0.5303388296645629,0.0
2015,C.J. Miles,0.46522130755776747,0.7996201782882788,-0.5706901637699172,-0.39368130643296834,0.3974748331610957,-0.07945333927730745,0.04477367856726812,0.04475531522205372,0.20000749377886978,0.5714732777658886,0.41993233598832663,0.9646586026687148,0.463,0.49376204185612743,0.0
2015,Shabazz Muhammad,-0.00892114723299703,0.7996201782882788,-0.5138291753991601,0.03130377950046231,-0.5842401162126954,-0.5109218042269237,0.5736523538367553,1.308747471968418,-0.36382970398193176,0.502142298661283,-0.11169792615834184,1.252631370471837,0.195,-0.6356990016317121,0.0
2015,Eric Gordon,1.3864123625798244,0.7802497633341758,0.9645565222405287,-0.6061738493996838,0.152046095817648,-0.5109218042269237,0.36892512470017963,-0.260346239854655,-0.04667128024148094,-0.08717102372786366,-0.18764510646500876,0.12130978267385864,0.549,0.8390624454497979,0.0
2015,Khris Middleton,0.9800045441877404,0.7802497633341758,0.11164169667916972,0.15879930528049185,1.8700472572217823,-0.7266560367017318,0.6930765708330892,0.3716498385185273,1.2924420644404226,0.8141317046320077,1.103456958748329,0.1418792660883669,0.5,0.6340861820020045,0.0
2015,Nick Young,0.12654812556436426,0.7802497633341758,-0.6275511521406746,-0.7336693751797131,-0.5842401162126954,-0.29518757175211563,-0.04052933357297174,0.06654828344181855,-0.6457483028623325,-0.19116749238477193,-0.4154866473850095,1.396617754373398,0.256,-0.38661194618700595,0.0
2015,Arron Afflalo,1.250943089782463,0.7608793483800728,-0.22952423354537377,-0.3511827978396252,-0.5842401162126954,-0.7266560367017318,0.1812584979916519,-0.6962056042499531,-0.15239075482163117,-0.6071533670124049,-0.7952225489183441,-0.0432460846422111,0.5,0.618477267636501,0.0
2015,Jared Sullinger,0.5600497985159203,0.7608793483800728,0.11164169667916972,1.5187515802674703,0.152046095817648,0.5677493581471168,-0.33055957484978726,0.8728881075731199,0.34096679321907014,0.640804256870494,0.34398515568165966,0.9029501524251894,0.488,0.5686536129818135,0.0
2015,Deron Williams,1.1154738169851017,0.7027681035177634,2.556664196621732,-0.22368727205959604,0.3974748331610957,-0.29518757175211563,-0.3134989724217393,0.39344280673829213,0.20000749377886978,0.3288148508997693,0.34398515568165966,0.6355468680365761,0.463,0.4214927683438457,0.0
2015,Trevor Ariza,1.7386324718529638,0.6640272736095575,0.22536367342068434,0.6687814084006085,2.851762206595573,-0.5109218042269237,0.28362211255993974,-0.260346239854655,1.2572022395803724,0.6061387673181913,1.103456958748329,-0.5574831700049286,0.683,1.2716791160040954,0.0
2015,Trey Burke,0.9800045441877404,0.6640272736095575,1.248861464094315,-0.5636753408063406,0.3974748331610957,-0.5109218042269237,-1.149468491396089,-0.28213920807441983,-0.2228704045417314,-0.22583298193707463,-0.3395394670783426,0.9646586026687148,0.463,0.3925850589389333,0.0
2015,Giannis Antetokounmpo,1.1561145988243098,0.6446568586554542,0.2822246617914417,1.1362650029273826,0.3974748331610957,1.2149520555715412,0.5054099441245634,0.19730609276040828,1.1162429401401723,0.2594838717951638,0.34398515568165966,0.08017081584484138,0.5,0.5248237814434793,0.0
2015,Kentavious Caldwell-Pope,1.169661526104046,0.6446568586554542,-0.45696818702840275,-0.39368130643296834,0.8883323078479914,-0.5109218042269237,-0.36468077970588325,-0.5872407631511286,-0.08191110510153107,-0.3298294505939829,-0.4154866473850095,0.059601332430332395,0.39,0.08871071407130929,0.0
2015,DeMarre Carroll,1.1425676715445738,0.6252864437013511,-0.22952423354537377,0.5412858826205794,1.3791897825348869,-0.5109218042269237,1.3755006679550081,0.43702874317782214,1.398161539020573,0.8487971941843105,0.951562598134995,-0.4752052363468941,0.732,1.4217744365427776,0.0
2015,Kenneth Faried,0.6684252167538094,0.6252864437013511,-0.5138291753991601,2.0712321919809304,0.152046095817648,0.7834835906219251,0.4371675344123715,0.9818529486719444,0.9048039909798715,0.22481838224286108,0.19209079506832583,0.22415719974640214,0.366,-0.017866953216349242,0.0
2015,Rodney Stuckey,0.4787682348375033,0.6252864437013511,0.566529603645228,-0.22368727205959604,0.152046095817648,-0.7266560367017318,0.09595548585141205,0.32806390207899766,0.34096679321907014,0.36348034045207206,0.2680379753749928,0.8618111855961714,0.463,0.3636773495340204,0.0
2015,Nikola Peković,0.46522130755776747,0.6059160287472481,-0.6844121405114318,1.4762530716741273,-0.3388113788692477,-0.07945333927730745,-0.34762017727783523,0.5895795207161767,-0.6457483028623325,-0.43382591925089115,-0.5673810079983433,0.8001027353526459,0.195,-0.6965737676571763,0.0
2015,Josh Smith,0.654878289474073,0.5865456137931452,0.6802515803867424,1.0087694771473534,0.6429035705045435,2.0778889854707736,-0.9447412622595134,0.21909906098017312,-0.2581102294017815,0.502142298661283,0.6477738769083274,1.1497839533992935,0.5,0.4779970383469687,0.0
2015,Danilo Gallinari,0.18073583468330856,0.5865456137931452,-0.4001071986576456,-0.13869025487290979,0.152046095817648,-0.29518757175211563,0.6930765708330892,0.6331654571557064,0.30572696835902,1.0914556210504296,0.6477738769083274,0.47099100072050637,0.366,-0.040718403847446474,0.0
2015,Jabari Parker,0.8987229805093234,0.5671751988390421,-0.22952423354537377,0.6262828998072656,1.1337610451914388,-0.5109218042269237,0.07889488342336407,0.13192718810111342,-0.6105084780022824,0.08615642403365008,-0.3395394670783426,0.3064351334044366,0.5,0.46238812398146517,0.0
