,Season,Player,MP,PTS,AST,TRB,STL,BLK,TS%,PER,WS,BPM,VORP,USG%,W/L%,Share
3017,2020,Chasson Randle,13.3,1.7,1.7,0.7,0.7,0.0,0.377,6.7,0.0,-5.9,0.0,7.1,0.231,0.0
3040,2020,Josh Gray,11.5,1.0,1.0,1.0,0.0,0.0,0.5,-5.0,-0.1,-16.0,-0.1,12.5,0.417,0.0
3053,2021,Stephen Curry,34.2,32.0,5.8,5.5,1.2,0.1,0.655,26.3,9.0,8.7,5.8,34.8,0.542,0.449
3054,2021,Bradley Beal,35.8,31.3,4.4,4.7,1.2,0.4,0.593,22.7,5.9,3.4,2.9,34.1,0.472,0.0
3055,2021,Damian Lillard,35.8,28.8,7.5,4.2,0.9,0.3,0.623,25.6,10.4,6.3,5.0,31.4,0.583,0.038
3056,2021,Joel Embiid,31.1,28.5,2.8,10.6,1.0,1.4,0.636,30.3,8.8,7.5,3.8,35.3,0.681,0.58
3057,2021,Giannis Antetokounmpo,33.0,28.1,5.9,11.0,1.2,1.2,0.633,29.2,10.2,9.0,5.6,32.5,0.639,0.345
3058,2021,Luka Dončić,34.3,27.7,8.6,8.0,1.0,0.5,0.587,25.3,7.7,6.8,5.1,36.0,0.583,0.042
3059,2021,Zach LaVine,35.1,27.4,4.9,5.0,0.8,0.5,0.634,21.5,5.9,4.0,3.1,31.0,0.431,0.0
3060,2021,Zion Williamson,33.2,27.0,3.7,7.2,0.9,0.6,0.649,27.1,8.7,5.8,4.0,29.8,0.431,0.0
3061,2021,Kevin Durant,33.1,26.9,5.6,7.1,0.7,1.3,0.666,26.4,5.0,7.2,2.7,31.2,0.667,0.0
3062,2021,Kyrie Irving,34.9,26.9,6.0,4.8,1.4,0.7,0.614,24.4,7.4,5.5,3.6,30.4,0.667,0.0
3063,2021,Nikola Jokić,34.6,26.4,8.3,10.8,1.3,0.7,0.647,31.3,15.6,12.1,8.8,29.6,0.653,0.961
3064,2021,Donovan Mitchell,33.4,26.4,5.2,4.4,1.0,0.3,0.569,21.3,6.2,4.3,2.8,33.5,0.722,0.0
3065,2021,Jayson Tatum,35.8,26.4,4.3,7.4,1.2,0.5,0.576,21.3,6.5,3.9,3.4,30.8,0.5,0.0
3066,2021,Devin Booker,33.9,25.6,4.3,4.2,0.8,0.2,0.587,19.2,4.9,0.3,1.3,32.7,0.708,0.0
3067,2021,Trae Young,33.7,25.3,9.4,3.9,0.8,0.2,0.589,23.0,7.2,3.7,3.0,33.0,0.569,0.0
3068,2021,De'Aaron Fox,35.1,25.2,7.2,3.5,1.5,0.5,0.565,20.7,4.2,1.8,2.0,31.0,0.431,0.0
3069,2021,LeBron James,33.4,25.0,7.8,7.7,1.1,0.6,0.602,24.2,5.6,8.1,3.8,31.9,0.583,0.001
3070,2021,Kawhi Leonard,34.1,24.8,5.2,6.5,1.6,0.4,0.622,26.0,8.8,7.3,4.2,28.6,0.653,0.001
3071,2021,Karl-Anthony Towns,33.8,24.8,4.5,10.6,0.8,1.1,0.612,23.1,5.4,4.5,2.8,29.1,0.319,0.0
3072,2021,Jaylen Brown,34.5,24.7,3.4,6.0,1.2,0.6,0.586,19.9,4.8,2.5,2.3,29.7,0.5,0.0
3073,2021,James Harden,36.6,24.6,10.8,7.9,1.2,0.8,0.618,24.5,7.0,7.2,3.7,28.4,0.5,0.001
3074,2021,Collin Sexton,35.3,24.3,4.4,3.1,1.0,0.2,0.573,18.0,3.5,-0.2,1.0,29.7,0.306,0.0
3075,2021,Julius Randle,37.6,24.1,6.0,10.2,0.9,0.3,0.567,19.7,7.8,3.8,3.9,29.3,0.569,0.02
3076,2021,Brandon Ingram,34.3,23.8,4.9,4.9,0.7,0.6,0.584,19.2,5.3,2.2,2.2,28.0,0.431,0.0
3077,2021,Shai Gilgeous-Alexander,33.7,23.7,5.9,4.7,0.8,0.7,0.623,21.6,3.5,4.1,1.8,27.8,0.306,0.0
3078,2021,Nikola Vučević,33.5,23.4,3.8,11.7,0.9,0.7,0.56,22.9,6.3,5.3,4.4,29.3,0.5,0.0
3079,2021,Paul George,33.7,23.3,5.2,6.6,1.1,0.4,0.598,20.5,5.3,4.2,2.9,30.0,0.653,0.0
3080,2021,CJ McCollum,34.0,23.1,4.7,3.9,0.9,0.4,0.577,20.8,4.7,3.9,2.4,27.1,0.583,0.0
3081,2021,Jerami Grant,33.9,22.3,2.8,4.6,0.6,1.1,0.556,16.9,3.2,1.1,1.4,28.5,0.278,0.0
3082,2021,Russell Westbrook,36.4,22.2,11.7,11.5,1.4,0.4,0.509,19.5,3.7,3.7,3.4,30.2,0.472,0.005
3083,2021,Anthony Davis,32.3,21.8,3.1,7.9,1.3,1.6,0.556,22.1,3.7,4.8,2.0,29.2,0.583,0.0
3084,2021,DeMar DeRozan,33.7,21.6,6.9,4.2,0.9,0.2,0.591,22.0,7.4,3.1,2.6,26.1,0.458,0.0
3085,2021,Jimmy Butler,33.6,21.5,7.1,6.9,2.1,0.3,0.607,26.5,9.3,7.7,4.3,26.6,0.556,0.0
3086,2021,Pascal Siakam,35.8,21.4,4.5,7.2,1.1,0.7,0.547,17.7,4.2,0.8,1.4,26.3,0.375,0.0
3087,2021,Malcolm Brogdon,34.5,21.2,5.9,5.3,0.9,0.3,0.561,17.9,4.2,2.1,2.0,25.9,0.472,0.0
3088,2021,Jamal Murray,35.5,21.2,4.8,4.0,1.3,0.3,0.592,18.3,4.6,2.0,1.7,24.8,0.653,0.0
3089,2021,Christian Wood,32.3,21.0,1.7,9.6,0.8,1.2,0.591,20.0,2.8,1.4,1.1,25.9,0.236,0.0
3090,2021,John Wall,32.2,20.6,6.9,3.2,1.1,0.8,0.503,15.4,-0.2,-0.7,0.4,31.7,0.236,0.0
3091,2021,Khris Middleton,33.4,20.4,5.4,6.0,1.1,0.1,0.588,18.2,6.4,1.3,1.9,25.0,0.639,0.0
3092,2021,Terry Rozier,34.5,20.4,4.2,4.4,1.3,0.4,0.575,17.1,5.2,1.6,2.2,24.4,0.458,0.0
3093,2021,Domantas Sabonis,36.0,20.3,6.7,12.0,1.2,0.5,0.601,20.6,6.9,3.8,3.3,24.1,0.472,0.0
3094,2021,Caris LeVert,31.6,20.2,5.2,4.6,1.4,0.6,0.531,17.8,2.4,0.4,0.9,28.7,0.5,0.0
3095,2021,Kristaps Porziņģis,30.9,20.1,1.6,8.9,0.5,1.3,0.582,21.3,4.3,2.2,1.4,26.5,0.583,0.0
3096,2021,Victor Oladipo,32.7,19.8,4.6,4.8,1.4,0.4,0.512,14.3,0.4,-1.7,0.1,28.5,0.5,0.0
3097,2021,Malik Beasley,32.8,19.6,2.4,4.4,0.8,0.2,0.57,14.6,1.3,-0.2,0.6,24.0,0.319,0.0
3098,2021,Gordon Hayward,34.0,19.6,4.1,5.9,1.2,0.3,0.584,17.6,3.5,1.6,1.4,23.9,0.458,0.0
3099,2021,Fred VanVleet,36.5,19.6,6.3,4.2,1.7,0.7,0.534,16.8,4.3,2.5,2.2,23.9,0.375,0.0
3100,2021,Tobias Harris,32.5,19.5,3.5,6.8,0.9,0.8,0.597,20.0,7.1,3.7,2.9,23.9,0.681,0.0
3101,2021,Anthony Edwards,32.1,19.3,2.9,4.7,1.1,0.5,0.523,13.9,0.8,-2.1,-0.1,27.0,0.319,0.0
3102,2021,Kemba Walker,31.8,19.3,4.9,4.0,1.1,0.3,0.559,17.7,3.3,2.1,1.4,26.1,0.5,0.0
3103,2021,Ja Morant,32.6,19.1,7.4,4.0,0.9,0.2,0.537,16.7,3.2,-0.4,0.8,27.2,0.528,0.0
3104,2021,Michael Porter Jr.,31.3,19.0,1.1,7.3,0.7,0.9,0.663,20.6,6.9,3.1,2.5,21.7,0.653,0.0
3105,2021,D'Angelo Russell,28.5,19.0,5.8,2.6,1.1,0.4,0.555,17.6,1.6,1.6,1.1,29.1,0.319,0.0
3106,2021,Bam Adebayo,33.5,18.7,5.4,9.0,1.2,1.0,0.626,22.7,8.8,4.9,3.7,23.7,0.556,0.0
3107,2021,Norman Powell,32.0,18.6,1.9,3.1,1.2,0.3,0.618,16.2,4.7,0.4,1.3,22.6,0.5,0.0
3108,2021,Andrew Wiggins,33.3,18.6,2.4,4.9,0.9,1.0,0.568,15.0,3.9,-0.4,1.0,23.3,0.542,0.0
3109,2021,Jordan Clarkson,26.7,18.4,2.5,4.0,0.9,0.1,0.549,17.1,4.2,1.4,1.6,29.7,0.722,0.0
3110,2021,Eric Gordon,29.2,17.8,2.6,2.1,0.5,0.5,0.577,14.4,0.8,-1.0,0.2,25.2,0.236,0.0
3111,2021,Jrue Holiday,32.3,17.7,6.1,4.5,1.6,0.6,0.592,20.0,6.6,3.4,2.6,22.2,0.639,0.0
3112,2021,RJ Barrett,34.9,17.6,3.0,5.8,0.7,0.3,0.535,13.4,4.1,-1.2,0.5,23.4,0.569,0.0
3113,2021,John Collins,29.3,17.6,1.2,7.4,0.5,1.0,0.645,20.6,6.7,2.3,2.0,22.2,0.569,0.0
3114,2021,Darius Garland,33.1,17.4,6.1,2.4,1.2,0.1,0.547,14.2,1.2,-2.1,-0.1,24.9,0.306,0.0
3115,2021,Dillon Brooks,29.8,17.2,2.3,2.9,1.2,0.4,0.515,12.1,1.4,-3.7,-0.9,26.1,0.528,0.0
3116,2021,Kyle Lowry,34.8,17.2,7.3,5.4,1.0,0.3,0.593,16.5,4.1,1.6,1.5,21.4,0.375,0.0
3117,2021,Evan Fournier,30.0,17.1,3.4,3.0,1.1,0.5,0.598,16.7,2.8,1.1,1.0,23.1,0.5,0.0
3118,2021,Jonas Valančiūnas,28.3,17.1,1.8,12.5,0.6,0.9,0.636,24.4,7.8,3.0,2.2,22.4,0.528,0.0
3119,2021,Bojan Bogdanović,30.8,17.0,1.9,3.9,0.6,0.1,0.588,14.0,5.2,-0.4,0.9,22.8,0.722,0.0
3120,2021,Tim Hardaway Jr.,28.4,16.6,1.8,3.3,0.4,0.2,0.589,15.7,4.3,0.4,1.2,23.4,0.583,0.0
3121,2021,Buddy Hield,34.3,16.6,3.6,4.7,0.9,0.4,0.567,12.8,2.2,-0.6,0.9,20.7,0.431,0.0
3122,2021,Kevin Porter Jr.,32.1,16.6,6.3,3.8,0.7,0.3,0.528,12.5,0.0,-3.5,-0.3,25.4,0.236,0.0
3123,2021,Bogdan Bogdanović,29.7,16.4,3.3,3.6,1.1,0.3,0.616,17.6,3.9,3.6,1.8,21.3,0.569,0.0
3124,2021,Chris Paul,31.4,16.4,8.9,4.5,1.4,0.3,0.599,21.4,9.2,4.6,3.6,22.6,0.708,0.138
3125,2021,Khyri Thomas,30.6,16.4,5.0,3.6,1.8,1.2,0.586,21.3,0.5,2.4,0.2,21.1,0.236,0.0
3126,2021,Mike Conley,29.4,16.2,6.0,3.5,1.4,0.2,0.589,19.2,6.1,4.9,2.6,23.1,0.722,0.0
3127,2021,Harrison Barnes,36.2,16.1,3.5,6.6,0.7,0.2,0.626,15.4,4.5,0.2,1.1,17.2,0.431,0.0
3128,2021,Elijah Bryant,32.0,16.0,3.0,6.0,0.0,1.0,0.559,10.6,0.0,-7.3,0.0,24.0,0.639,0.0
3129,2021,OG Anunoby,33.3,15.9,2.2,5.5,1.5,0.7,0.605,15.4,3.1,1.2,1.2,19.3,0.375,0.0
3130,2021,LaMelo Ball,28.8,15.7,6.1,5.9,1.6,0.4,0.539,17.5,2.8,1.8,1.4,26.1,0.458,0.0
3131,2021,Dejounte Murray,31.9,15.7,5.4,7.1,1.5,0.1,0.509,16.5,3.3,0.8,1.5,23.4,0.458,0.0
3132,2021,Terrence Ross,29.3,15.6,2.3,3.4,1.0,0.5,0.53,13.2,0.9,-2.3,-0.1,24.1,0.292,0.0
3133,2021,T.J. Warren,29.3,15.5,1.3,3.5,0.5,0.0,0.56,11.6,0.1,-5.5,-0.1,21.6,0.472,0.0
3134,2021,Kelly Oubre Jr.,30.7,15.4,1.3,6.0,1.0,0.8,0.529,13.3,2.2,-1.9,0.0,22.1,0.542,0.0
3135,2021,Dennis Schröder,32.1,15.4,5.8,3.5,1.1,0.2,0.543,13.8,3.8,-1.1,0.4,22.9,0.583,0.0
3136,2021,Derrick White,29.6,15.4,3.5,3.0,0.7,1.0,0.55,15.0,1.9,1.3,0.9,22.4,0.458,0.0
3137,2021,Gary Trent Jr.,31.1,15.3,1.4,2.6,1.0,0.2,0.534,12.1,1.7,-2.3,-0.1,20.9,0.5,0.0
3138,2021,Clint Capela,30.1,15.2,0.8,14.3,0.7,2.0,0.601,24.3,8.2,2.7,2.2,19.9,0.569,0.0
3139,2021,Tyler Herro,30.3,15.1,3.4,5.0,0.6,0.3,0.543,13.3,1.7,-1.3,0.3,23.5,0.556,0.0
3140,2021,Coby White,31.2,15.1,4.8,4.1,0.6,0.2,0.54,12.0,2.4,-2.4,-0.2,22.5,0.431,0.0
3141,2021,De'Andre Hunter,29.5,15.0,1.9,4.8,0.8,0.5,0.603,15.7,1.7,1.2,0.5,20.2,0.569,0.0
3142,2021,Andre Drummond,27.0,14.9,2.0,12.0,1.4,1.1,0.519,19.4,2.0,-1.2,0.3,27.6,0.5,0.0
3143,2021,Devonte' Graham,30.2,14.8,5.4,2.7,0.9,0.1,0.552,14.6,3.4,0.7,1.1,21.4,0.458,0.0
3144,2021,Derrick Rose,25.6,14.7,4.2,2.6,1.0,0.4,0.55,18.3,3.1,1.9,1.3,25.8,0.5,0.01
3145,2021,Lonzo Ball,31.8,14.6,5.7,4.8,1.5,0.6,0.551,15.2,3.2,1.7,1.6,20.5,0.431,0.0
3146,2021,Kendrick Nunn,29.5,14.6,2.6,3.2,0.9,0.3,0.596,14.2,2.9,-0.5,0.6,20.9,0.556,0.0
3147,2021,Deandre Ayton,30.7,14.4,1.4,10.5,0.6,1.2,0.653,20.3,8.4,1.2,1.7,18.2,0.708,0.0
3148,2021,Jaren Jackson Jr.,23.5,14.4,1.1,5.6,1.1,1.6,0.551,18.0,0.7,0.1,0.1,25.9,0.528,0.0
3149,2021,Thomas Bryant,27.1,14.3,1.5,6.1,0.4,0.8,0.704,18.7,1.0,0.9,0.2,17.2,0.472,0.0
3150,2021,Rudy Gobert,30.8,14.3,1.3,13.5,0.6,2.7,0.683,23.5,11.3,4.9,3.8,17.0,0.722,0.008
3151,2021,Ben Simmons,32.4,14.3,6.9,7.2,1.6,0.6,0.584,18.3,6.0,2.9,2.3,20.2,0.681,0.003
3152,2021,Richaun Holmes,29.2,14.2,1.7,8.3,0.6,1.6,0.669,20.2,6.1,0.6,1.2,17.5,0.431,0.0
3153,2021,Al Horford,27.9,14.2,3.4,6.7,0.9,0.9,0.538,17.4,1.6,3.4,1.1,21.6,0.306,0.0
3154,2021,Marvin Bagley III,25.9,14.1,1.0,7.4,0.5,0.5,0.554,16.3,1.4,-3.1,-0.3,23.5,0.431,0.0
3155,2021,Joe Harris,31.0,14.1,1.9,3.6,0.7,0.2,0.663,14.1,5.2,0.4,1.3,16.2,0.667,0.0
3156,2021,Luguentz Dort,29.7,14.0,1.7,3.6,0.9,0.4,0.513,10.1,0.3,-3.5,-0.6,21.7,0.306,0.0
3157,2021,Rui Hachimura,31.5,13.8,1.4,5.5,0.8,0.1,0.549,11.4,2.1,-3.1,-0.5,18.1,0.472,0.0
3158,2021,Darius Bazley,31.2,13.7,1.8,7.2,0.5,0.5,0.491,9.7,-0.9,-4.4,-1.0,22.1,0.306,0.0
3159,2021,Chris Boucher,24.2,13.6,1.1,6.7,0.6,1.9,0.634,21.9,6.1,3.3,2.0,20.5,0.375,0.0
3160,2021,Lauri Markkanen,25.8,13.6,0.9,5.3,0.5,0.3,0.619,15.2,3.0,0.1,0.7,20.2,0.431,0.0
3161,2021,Doug McDermott,24.5,13.6,1.3,3.3,0.3,0.1,0.635,15.6,3.8,-0.6,0.6,20.0,0.472,0.0
3162,2021,Kelly Olynyk,28.5,13.5,2.9,7.0,1.1,0.6,0.61,16.4,5.1,1.2,1.6,19.7,0.5,0.0
3163,2021,LaMarcus Aldridge,25.9,13.5,1.9,4.5,0.4,1.1,0.556,15.7,1.1,-0.3,0.3,22.2,0.5,0.0
3164,2021,Mikal Bridges,32.6,13.5,2.1,4.3,1.1,0.9,0.667,16.4,8.0,3.3,3.1,14.9,0.708,0.0
3165,2021,Montrezl Harrell,22.9,13.5,1.1,6.2,0.7,0.7,0.65,22.7,7.3,3.0,2.0,21.7,0.583,0.0
3166,2021,Carmelo Anthony,24.5,13.4,1.5,3.1,0.7,0.6,0.547,14.6,2.6,-1.1,0.4,23.1,0.583,0.0
3167,2021,Goran Dragić,26.7,13.4,4.4,3.4,0.7,0.2,0.552,13.0,1.3,-2.3,-0.1,24.5,0.556,0.0
3168,2021,Josh Jackson,25.2,13.4,2.3,4.1,0.9,0.8,0.516,12.0,0.1,-3.0,-0.4,26.5,0.278,0.0
3169,2021,Marcus Morris,26.4,13.4,1.0,4.1,0.6,0.3,0.614,14.5,3.6,0.0,0.8,20.1,0.653,0.0
3170,2021,Danilo Gallinari,24.0,13.3,1.5,4.1,0.6,0.2,0.613,16.3,3.7,1.1,1.0,21.2,0.569,0.0
3171,2021,Duncan Robinson,31.4,13.1,1.8,3.5,0.6,0.3,0.628,11.0,3.7,-1.0,0.6,16.6,0.556,0.0
3172,2021,Marcus Smart,32.9,13.1,5.7,3.5,1.5,0.5,0.539,13.8,3.3,-0.3,0.7,18.4,0.5,0.0
3173,2021,Tyrese Haliburton,30.1,13.0,5.3,3.0,1.3,0.5,0.585,16.2,3.5,1.4,1.5,18.1,0.431,0.0
3174,2021,Shake Milton,23.2,13.0,3.1,2.3,0.6,0.3,0.549,14.6,2.8,-1.6,0.1,24.9,0.681,0.0
3175,2021,Cole Anthony,27.1,12.9,4.1,4.7,0.6,0.4,0.496,12.1,0.0,-3.3,-0.4,24.3,0.292,0.0
3176,2021,Markelle Fultz,26.9,12.9,5.4,3.1,1.0,0.3,0.458,12.0,-0.1,-4.4,-0.1,26.2,0.292,0.0
3177,2021,Kyle Kuzma,28.7,12.9,1.9,6.1,0.5,0.6,0.546,12.7,3.3,-0.4,0.8,20.3,0.583,0.0
3178,2021,P.J. Washington,30.5,12.9,2.5,6.5,1.1,1.2,0.549,13.4,2.7,-0.9,0.6,19.4,0.458,0.0
3179,2021,Jarrett Allen,29.6,12.8,1.7,10.0,0.5,1.4,0.661,20.1,6.4,1.1,1.4,16.6,0.5,0.0
3180,2021,Keldon Johnson,28.5,12.8,1.8,6.0,0.6,0.3,0.557,13.8,3.3,-1.6,0.2,19.2,0.458,0.0
3181,2021,Will Barton,31.0,12.7,3.2,4.0,0.9,0.4,0.538,11.8,2.2,-1.9,0.1,19.0,0.653,0.0
3182,2021,Miles Bridges,29.3,12.7,2.2,6.0,0.7,0.8,0.625,14.7,4.2,0.2,1.1,17.3,0.458,0.0
3183,2021,Alec Burks,25.6,12.7,2.2,4.6,0.6,0.3,0.564,14.8,3.3,1.5,1.1,21.3,0.569,0.0
3184,2021,Jalen Brunson,25.0,12.6,3.5,3.4,0.5,0.0,0.618,17.1,5.1,0.9,1.2,20.2,0.583,0.0
3185,2021,Myles Turner,31.0,12.6,1.0,6.5,0.9,3.4,0.599,15.3,3.3,0.4,0.9,16.4,0.472,0.0
3186,2021,Seth Curry,28.7,12.5,2.7,2.4,0.8,0.1,0.607,12.9,4.0,-0.3,0.7,17.1,0.681,0.0
3187,2021,Aaron Gordon,27.7,12.4,3.2,5.7,0.7,0.7,0.547,14.5,1.9,0.1,0.7,20.7,0.5,0.0
3188,2021,Kyle Anderson,27.3,12.4,3.6,5.7,1.2,0.8,0.578,17.2,5.6,3.3,2.5,18.5,0.528,0.0
3189,2021,Brook Lopez,27.2,12.3,0.7,5.0,0.6,1.5,0.611,15.4,5.3,0.0,0.9,16.9,0.639,0.0
3190,2021,Saddiq Bey,27.3,12.2,1.4,4.5,0.7,0.2,0.567,12.6,3.3,-0.5,0.7,18.7,0.278,0.0
3191,2021,Eric Bledsoe,29.7,12.2,3.8,3.4,0.8,0.3,0.533,11.5,2.3,-2.0,0.0,18.5,0.431,0.0
3192,2021,Kevin Love,24.9,12.2,2.5,7.4,0.6,0.1,0.556,15.1,0.9,-0.1,0.3,21.9,0.306,0.0
3193,2021,Joe Ingles,27.9,12.1,4.7,3.6,0.7,0.2,0.672,15.9,7.0,3.5,2.6,16.6,0.722,0.0
3194,2021,Josh Richardson,30.3,12.1,2.6,3.3,1.0,0.4,0.537,11.9,2.4,-1.7,0.1,18.4,0.583,0.0
3195,2021,Thaddeus Young,24.3,12.1,4.3,6.2,1.1,0.6,0.578,20.3,5.1,3.3,2.2,22.3,0.431,0.0
3196,2021,Jordan Poole,19.4,12.0,1.9,1.8,0.5,0.2,0.581,15.1,1.9,-0.5,0.4,25.0,0.542,0.0
3197,2021,Kevin Huerter,30.8,11.9,3.5,3.3,1.2,0.3,0.541,12.2,3.6,-0.3,1.0,17.2,0.569,0.0
3198,2021,Malik Monk,20.9,11.7,2.1,2.4,0.5,0.1,0.569,13.6,1.0,-1.8,0.0,23.8,0.458,0.0
3199,2021,Hamidou Diallo,23.6,11.6,1.9,5.2,0.8,0.5,0.541,14.3,1.6,-2.1,0.0,22.2,0.5,0.0
3200,2021,Dāvis Bertāns,25.7,11.5,0.9,2.9,0.6,0.2,0.62,11.4,3.1,-0.8,0.4,15.9,0.472,0.0
3201,2021,Jusuf Nurkić,23.8,11.5,3.4,9.0,1.0,1.1,0.554,20.5,2.4,2.5,1.0,22.3,0.583,0.0
3202,2021,James Wiseman,21.4,11.5,0.7,5.8,0.3,0.9,0.552,13.1,0.7,-5.0,-0.6,23.8,0.542,0.0
3203,2021,Rudy Gay,21.6,11.4,1.4,4.8,0.7,0.6,0.532,14.7,1.7,-0.1,0.6,23.6,0.458,0.0
3204,2021,Bobby Portis,20.8,11.4,1.1,7.1,0.8,0.4,0.598,19.9,4.8,1.5,1.2,20.9,0.639,0.0
3205,2021,Immanuel Quickley,19.4,11.4,2.0,2.1,0.5,0.2,0.557,15.8,3.2,0.9,0.9,25.6,0.569,0.0
3206,2021,Lou Williams,21.6,11.3,3.4,2.1,0.7,0.1,0.519,14.0,1.7,-2.5,-0.2,25.7,0.5,0.0
3207,2021,Jae'Sean Tate,29.2,11.3,2.5,5.3,1.2,0.5,0.576,13.8,3.8,-1.4,0.3,16.4,0.236,0.0
3208,2021,Wendell Carter Jr.,25.5,11.2,1.9,8.2,0.6,0.8,0.566,16.7,3.4,-1.3,0.2,19.3,0.5,0.0
3209,2021,Armoni Brooks,26.0,11.2,1.5,3.4,0.6,0.3,0.565,10.4,0.3,-3.2,-0.2,17.9,0.236,0.0
3210,2021,Enes Freedom,24.4,11.2,1.2,11.0,0.5,0.7,0.636,22.4,7.5,0.6,1.2,17.4,0.583,0.0
3211,2021,Cam Reddish,28.8,11.2,1.3,4.0,1.3,0.3,0.488,9.3,0.4,-3.2,-0.2,19.3,0.569,0.0
3212,2021,Naz Reid,19.2,11.2,1.0,4.6,0.5,1.1,0.599,18.2,3.2,-0.2,0.6,22.5,0.319,0.0
3213,2021,Lonnie Walker IV,25.4,11.2,1.7,2.6,0.5,0.3,0.523,9.8,0.4,-3.7,-0.7,20.1,0.458,0.0
3214,2021,Serge Ibaka,23.3,11.1,1.8,6.7,0.2,1.1,0.585,18.2,3.0,1.4,0.8,20.1,0.653,0.0
3215,2021,Blake Griffin,25.8,11.0,3.0,4.9,0.7,0.3,0.546,12.9,2.0,-0.8,0.3,19.3,0.5,0.0
3216,2021,Nickeil Alexander-Walker,21.9,11.0,2.2,3.1,1.0,0.5,0.522,12.5,0.7,-1.3,0.2,23.2,0.431,0.0
3217,2021,Jeff Green,27.0,11.0,1.6,3.9,0.5,0.4,0.624,13.0,4.1,-0.8,0.5,15.6,0.667,0.0
3218,2021,Dwayne Bacon,25.7,10.9,1.3,3.1,0.6,0.1,0.49,9.9,0.5,-5.1,-1.5,19.8,0.292,0.0
3219,2021,Oshae Brissett,24.7,10.9,0.9,5.5,0.9,1.0,0.638,17.2,1.8,0.6,0.3,15.6,0.472,0.0
3220,2021,Reggie Bullock,30.0,10.9,1.5,3.4,0.8,0.2,0.606,11.1,4.6,-0.1,0.9,14.4,0.569,0.0
3221,2021,Patty Mills,24.8,10.8,2.4,1.7,0.6,0.0,0.57,11.8,2.2,-1.2,0.4,18.4,0.458,0.0
3222,2021,Cameron Oliver,21.8,10.8,1.3,5.3,0.5,1.0,0.619,17.2,0.2,-2.0,0.0,18.5,0.236,0.0
3223,2021,Reggie Jackson,23.0,10.7,3.1,2.9,0.6,0.1,0.576,14.2,3.7,0.4,0.9,19.9,0.653,0.0
3224,2021,Ty Jerome,23.9,10.7,3.6,2.8,0.6,0.2,0.585,13.4,1.3,-0.7,0.3,18.8,0.306,0.0
3225,2021,Grayson Allen,25.2,10.6,2.2,3.2,0.9,0.2,0.586,12.8,2.7,-0.2,0.6,16.8,0.528,0.0
3226,2021,Justin Holiday,30.3,10.5,1.7,3.6,1.0,0.6,0.571,10.4,3.1,-1.0,0.6,14.0,0.472,0.0
3227,2021,Donte DiVincenzo,27.5,10.4,3.1,5.8,1.1,0.2,0.542,13.0,3.6,0.2,1.0,16.7,0.639,0.0
3228,2021,Cedi Osman,25.6,10.4,2.9,3.4,0.9,0.2,0.488,10.3,0.5,-3.2,-0.5,20.4,0.306,0.0
3229,2021,Mason Plumlee,26.8,10.4,3.6,9.3,0.8,0.9,0.638,18.7,5.1,2.2,1.6,16.3,0.278,0.0
3230,2021,Brandon Clarke,24.0,10.3,1.6,5.6,1.0,0.9,0.56,17.3,4.2,1.5,1.3,17.2,0.528,0.0
3231,2021,Delon Wright,27.7,10.2,4.4,4.3,1.6,0.5,0.562,16.3,4.3,2.2,1.8,16.3,0.5,0.0
3232,2021,Monte Morris,25.4,10.2,3.2,2.0,0.7,0.3,0.574,14.0,2.9,-0.3,0.5,16.5,0.653,0.0
3233,2021,Jae Crowder,27.5,10.1,2.1,4.7,0.8,0.5,0.574,11.8,3.3,1.1,1.3,15.7,0.708,0.0
3234,2021,Jeremy Lamb,21.3,10.1,1.5,3.6,0.9,0.6,0.587,15.8,2.1,1.4,0.7,18.4,0.472,0.0
3235,2021,Théo Maledon,27.4,10.1,3.5,3.2,0.9,0.2,0.489,8.2,-0.8,-5.0,-1.3,19.4,0.306,0.0
3236,2021,Elfrid Payton,23.6,10.1,3.2,3.4,0.7,0.1,0.478,11.7,1.0,-3.0,-0.4,23.2,0.569,0.0
3237,2021,Bryn Forbes,19.3,10.0,0.6,1.6,0.3,0.0,0.631,12.8,2.7,-1.3,0.2,18.5,0.639,0.0
3238,2021,Gary Harris,27.7,9.9,2.0,2.0,0.7,0.3,0.511,9.1,0.7,-4.2,-0.6,16.7,0.5,0.0
3239,2021,Dorian Finney-Smith,32.0,9.8,1.7,5.4,0.9,0.4,0.609,12.0,4.4,0.1,1.0,12.2,0.583,0.0
3240,2021,Frank Jackson,18.5,9.8,0.9,2.2,0.4,0.0,0.598,13.2,1.2,-1.7,0.1,21.3,0.278,0.0
3241,2021,Otto Porter Jr.,21.6,9.7,2.0,5.4,0.6,0.1,0.552,14.5,1.3,0.0,0.3,19.3,0.5,0.0
3242,2021,Kentavious Caldwell-Pope,28.4,9.7,1.9,2.7,0.9,0.4,0.588,10.7,4.2,-0.5,0.7,14.2,0.583,0.0
3243,2021,Mike Muscala,18.4,9.7,0.8,3.8,0.2,0.3,0.599,14.7,1.3,-0.1,0.3,20.0,0.306,0.0
3244,2021,Daniel Theis,24.6,9.6,1.7,5.5,0.6,0.9,0.609,15.0,4.3,0.0,0.8,15.6,0.5,0.0
3245,2021,Wayne Ellington,22.0,9.6,1.5,1.8,0.4,0.2,0.625,12.2,1.9,-0.2,0.5,16.7,0.278,0.0
