,Season,Player,MP,PTS,AST,TRB,STL,BLK,TS%,PER,WS,BPM,VORP,USG%,W/L%,Share
1216,2017,James Ennis III,23.5,6.7,1.0,4.0,0.7,0.3,0.581,10.6,3.1,-1.2,0.3,13.0,0.524,0.0
1217,2017,Raymond Felton,21.3,6.7,2.4,2.7,0.8,0.3,0.496,10.9,1.9,-1.3,0.3,16.5,0.622,0.0
1218,2017,Devin Harris,16.7,6.7,2.1,2.0,0.7,0.1,0.549,13.8,2.2,-0.4,0.4,19.7,0.402,0.0
1219,2017,Dwight Powell,17.3,6.7,0.6,4.0,0.8,0.5,0.588,17.6,4.6,1.0,1.0,16.7,0.402,0.0
1220,2017,Jaylen Brown,17.2,6.6,0.8,2.8,0.4,0.2,0.539,10.3,1.5,-3.7,-0.6,18.1,0.646,0.0
1221,2017,Michael Carter-Williams,18.8,6.6,2.5,3.4,0.8,0.5,0.437,9.9,0.2,-3.2,-0.3,20.9,0.5,0.0
1222,2017,Dante Cunningham,25.0,6.6,0.6,4.2,0.6,0.4,0.586,10.2,3.0,-1.6,0.2,10.7,0.415,0.0
1223,2017,Kosta Koufos,20.0,6.6,0.7,5.7,0.5,0.7,0.56,13.8,2.6,-2.5,-0.2,15.3,0.39,0.0
1224,2017,Andre Roberson,30.1,6.6,1.0,5.1,1.2,1.0,0.51,9.6,4.2,-1.0,0.6,10.1,0.573,0.0
1225,2017,Marcus Thornton,17.4,6.6,1.2,2.3,0.6,0.1,0.494,10.4,0.5,-2.4,-0.1,18.7,0.598,0.0
1226,2017,Sam Dekker,18.4,6.5,1.0,3.7,0.5,0.3,0.549,13.1,3.1,-0.2,0.6,14.9,0.671,0.0
1227,2017,Amir Johnson,20.1,6.5,1.8,4.6,0.6,0.8,0.628,15.0,5.0,0.6,1.1,13.6,0.646,0.0
1228,2017,Darrell Arthur,15.6,6.4,1.0,2.7,0.5,0.5,0.583,12.8,1.1,-0.1,0.3,17.3,0.488,0.0
1229,2017,Timothé Luwawu-Cabarrot,17.2,6.4,1.1,2.2,0.5,0.1,0.536,8.5,0.8,-4.6,-0.8,17.8,0.341,0.0
1230,2017,Rodney McGruder,25.2,6.4,1.6,3.3,0.6,0.2,0.506,9.1,2.9,-1.9,0.0,12.3,0.5,0.0
1231,2017,Mirza Teletović,16.2,6.4,0.7,2.3,0.2,0.2,0.515,8.8,0.6,-3.8,-0.5,19.1,0.512,0.0
1232,2017,Leandro Barbosa,14.4,6.3,1.2,1.6,0.5,0.1,0.509,11.5,0.6,-2.5,-0.1,20.0,0.293,0.0
1233,2017,Mindaugas Kuzminskas,14.9,6.3,1.0,1.9,0.4,0.2,0.533,12.4,1.2,-1.9,0.0,19.2,0.378,0.0
1234,2017,Kyle O'Quinn,15.6,6.3,1.5,5.6,0.5,1.3,0.552,20.5,3.9,1.9,1.2,18.5,0.378,0.0
1235,2017,Kelly Oubre Jr.,20.3,6.3,0.6,3.3,0.7,0.2,0.516,9.1,2.0,-3.2,-0.5,14.6,0.598,0.0
1236,2017,Troy Williams,18.6,6.2,0.8,2.3,0.9,0.3,0.511,9.0,0.4,-3.8,-0.3,17.1,0.5,0.0
1237,2017,Spencer Hawes,14.8,6.2,1.5,3.5,0.3,0.6,0.562,15.6,1.7,0.5,0.5,19.8,0.5,0.0
1238,2017,Nemanja Bjelica,18.3,6.2,1.2,3.8,0.6,0.3,0.526,11.0,1.5,-1.6,0.1,16.4,0.378,0.0
1239,2017,Dante Exum,18.6,6.2,1.7,2.0,0.3,0.2,0.521,8.5,1.2,-3.3,-0.4,18.1,0.622,0.0
1240,2017,Jonathan Gibson,13.6,6.2,1.5,1.3,0.5,0.0,0.492,9.5,-0.1,-3.7,-0.1,26.3,0.402,0.0
1241,2017,Trey Lyles,16.3,6.2,1.0,3.3,0.4,0.3,0.464,9.9,0.8,-2.2,-0.1,21.7,0.622,0.0
1242,2017,Mike Muscala,17.7,6.2,1.4,3.4,0.4,0.6,0.596,14.4,3.4,1.1,1.0,14.8,0.524,0.0
1243,2017,Chandler Parsons,19.9,6.2,1.6,2.5,0.6,0.1,0.436,7.7,0.2,-3.8,-0.3,17.8,0.524,0.0
1244,2017,Ramon Sessions,16.2,6.2,2.6,1.5,0.5,0.1,0.495,12.4,0.9,-2.4,-0.1,20.1,0.439,0.0
1245,2017,Jonathon Simmons,17.8,6.2,1.6,2.1,0.6,0.3,0.504,9.9,2.0,-2.6,-0.2,18.0,0.744,0.0
1246,2017,Derrick Williams,16.1,6.1,0.6,2.6,0.3,0.1,0.537,10.6,1.1,-2.9,-0.2,17.2,0.5,0.0
1247,2017,Luc Mbah a Moute,22.3,6.1,0.5,2.1,1.0,0.4,0.581,10.2,3.1,-0.2,0.8,11.6,0.622,0.0
1249,2017,Zaza Pachulia,18.1,6.1,1.9,5.9,0.8,0.5,0.588,16.1,4.7,0.6,0.8,15.3,0.817,0.0
1250,2017,Glenn Robinson III,20.7,6.1,0.7,3.6,0.6,0.3,0.564,11.5,2.5,-0.3,0.6,12.8,0.512,0.0
1251,2017,Álex Abrines,15.5,6.0,0.6,1.3,0.5,0.1,0.56,10.1,2.1,-1.6,0.1,15.9,0.573,0.0
1252,2017,Bismack Biyombo,22.1,6.0,0.9,7.0,0.3,1.1,0.546,12.2,2.9,-3.2,-0.6,13.2,0.354,0.0
1253,2017,Jordan Farmar,17.5,6.0,4.5,1.5,1.0,0.0,0.5,14.4,0.0,2.1,0.0,19.4,0.39,0.0
1254,2017,David Nwaba,19.9,6.0,0.7,3.2,0.7,0.4,0.611,12.2,0.8,-2.2,0.0,11.8,0.317,0.0
1255,2017,Lance Thomas,21.0,6.0,0.8,3.1,0.5,0.1,0.516,8.4,0.9,-3.5,-0.4,13.1,0.378,0.0
1256,2017,Jerian Grant,16.3,5.9,1.9,1.8,0.7,0.1,0.555,13.2,2.5,0.1,0.6,16.0,0.5,0.0
1257,2017,Andrew Harrison,20.5,5.9,2.8,1.9,0.7,0.3,0.477,8.7,1.6,-3.4,-0.5,16.4,0.524,0.0
1258,2017,Domantas Sabonis,20.1,5.9,1.0,3.6,0.5,0.4,0.469,6.9,0.8,-4.5,-1.0,15.4,0.573,0.0
1259,2017,Quincy Acy,14.7,5.8,0.5,3.0,0.4,0.4,0.565,11.8,0.9,-2.1,0.0,16.8,0.5,0.0
1260,2017,Beno Udrih,14.4,5.8,3.4,1.5,0.3,0.0,0.535,16.2,1.3,0.3,0.3,19.6,0.451,0.0
1261,2017,Tarik Black,16.3,5.7,0.6,5.1,0.4,0.7,0.56,15.0,2.4,-3.2,-0.3,15.7,0.317,0.0
1262,2017,Richard Jefferson,20.4,5.7,1.0,2.6,0.3,0.1,0.574,8.3,2.1,-3.1,-0.4,12.2,0.622,0.0
1263,2017,Taurean Prince,16.6,5.7,0.9,2.7,0.7,0.5,0.513,9.8,1.1,-1.8,0.0,17.2,0.524,0.0
1264,2017,Jason Smith,14.4,5.7,0.5,3.5,0.3,0.7,0.598,13.6,2.3,-1.8,0.1,16.7,0.598,0.0
1265,2017,Quinn Cook,13.4,5.6,1.9,0.5,0.3,0.0,0.579,11.8,0.2,-3.1,-0.1,19.6,0.5,0.0
1266,2017,Brandon Bass,11.1,5.6,0.4,2.5,0.3,0.2,0.65,19.7,2.2,0.4,0.4,19.7,0.622,0.0
1267,2017,Gerald Green,11.4,5.6,0.7,1.8,0.2,0.1,0.524,11.9,0.6,-3.0,-0.1,22.7,0.646,0.0
1268,2017,Ian Mahinmi,17.9,5.6,0.6,4.8,1.1,0.8,0.601,14.1,1.4,-1.4,0.1,14.0,0.598,0.0
1269,2017,Georgios Papagiannis,16.1,5.6,0.9,3.9,0.1,0.8,0.573,12.7,0.4,-3.8,-0.2,16.9,0.39,0.0
1270,2017,Delon Wright,16.5,5.6,2.1,1.8,1.0,0.4,0.535,15.0,1.1,2.0,0.5,16.6,0.622,0.0
1271,2017,Jerami Grant,19.1,5.5,0.6,2.6,0.4,1.0,0.556,10.1,2.9,-1.3,0.3,12.1,0.5,0.0
1272,2017,Anthony Morrow,14.6,5.5,0.5,0.6,0.5,0.0,0.505,10.1,1.2,-2.3,0.0,16.4,0.5,0.0
1274,2017,Terry Rozier,17.1,5.5,1.8,3.1,0.6,0.1,0.466,10.9,1.4,-1.4,0.2,17.1,0.646,0.0
1275,2017,Paul Zipser,19.2,5.5,0.8,2.8,0.3,0.4,0.503,6.9,0.5,-4.4,-0.5,14.4,0.5,0.0
1276,2017,Joffrey Lauvergne,14.0,5.4,1.0,3.6,0.4,0.1,0.509,12.6,1.5,-2.2,-0.1,18.5,0.5,0.0
1277,2017,Malcolm Delaney,17.1,5.4,2.6,1.7,0.5,0.0,0.456,7.5,0.1,-5.6,-1.1,18.3,0.524,0.0
1278,2017,Meyers Leonard,16.5,5.4,1.0,3.2,0.2,0.4,0.507,8.9,1.4,-3.3,-0.4,15.5,0.5,0.0
1279,2017,Alexis Ajinça,15.0,5.3,0.3,4.5,0.5,0.6,0.529,12.9,1.0,-3.3,-0.2,17.2,0.415,0.0
1280,2017,Derrick Jones Jr.,17.0,5.3,0.4,2.5,0.4,0.4,0.604,12.0,1.1,-2.3,0.0,11.7,0.293,0.0
1281,2017,Chasson Randle,11.5,5.3,1.3,1.2,0.3,0.1,0.586,13.6,0.7,-1.7,0.0,19.7,0.5,0.0
1282,2017,Willie Reed,14.5,5.3,0.4,4.7,0.3,0.7,0.578,17.1,3.6,-0.9,0.3,15.3,0.5,0.0
1283,2017,Omri Casspi,17.9,5.2,1.0,3.1,0.6,0.1,0.526,10.0,0.5,-3.2,-0.2,14.4,0.5,0.0
1284,2017,Mike Dunleavy,15.9,5.2,0.9,2.2,0.3,0.1,0.573,10.1,1.5,-1.4,0.1,14.0,0.5,0.0
1285,2017,Cameron Payne,14.9,5.2,1.8,1.5,0.5,0.1,0.407,5.5,-0.3,-6.1,-0.5,20.9,0.5,0.0
1286,2017,Randy Foye,18.6,5.2,2.0,2.2,0.5,0.1,0.506,7.3,0.2,-4.4,-0.8,14.4,0.244,0.0
1287,2017,Hollis Thompson,18.8,5.1,0.9,2.8,0.5,0.2,0.482,7.9,0.7,-2.6,-0.1,13.0,0.5,0.0
1288,2017,Wayne Selden,16.9,5.1,0.9,1.1,0.4,0.1,0.525,6.9,0.1,-5.5,-0.2,15.3,0.5,0.0
1289,2017,Dewayne Dedmon,17.5,5.1,0.6,6.5,0.5,0.8,0.645,16.0,5.2,0.6,0.9,12.3,0.744,0.0
1290,2017,Cheick Diallo,11.7,5.1,0.2,4.3,0.2,0.4,0.51,16.8,0.5,-3.7,-0.1,20.5,0.415,0.0
1291,2017,Shaun Livingston,17.7,5.1,1.8,2.0,0.5,0.3,0.568,10.1,2.6,-2.5,-0.2,13.0,0.817,0.0
1292,2017,Luis Scola,12.8,5.1,1.0,3.9,0.4,0.1,0.55,13.9,0.8,-2.9,-0.1,18.7,0.244,0.0
1293,2017,Denzel Valentine,17.1,5.1,1.1,2.6,0.5,0.1,0.492,7.3,0.6,-3.3,-0.3,15.4,0.5,0.0
1294,2017,Anthony Bennett,11.5,5.0,0.5,3.4,0.2,0.1,0.533,14.7,0.5,-1.4,0.0,19.4,0.244,0.0
1295,2017,Aaron Brooks,13.8,5.0,1.9,1.1,0.4,0.1,0.507,9.5,0.3,-3.7,-0.4,19.2,0.512,0.0
1296,2017,Trey Burke,12.3,5.0,1.8,0.8,0.2,0.1,0.532,10.8,0.5,-3.0,-0.2,19.6,0.598,0.0
1297,2017,Joakim Noah,22.1,5.0,2.2,8.8,0.7,0.8,0.491,15.2,2.2,-0.5,0.4,12.6,0.378,0.0
1298,2017,Thomas Robinson,11.7,5.0,0.6,4.6,0.5,0.2,0.535,17.3,0.9,-2.1,0.0,20.7,0.317,0.0
1299,2017,Aron Baynes,15.5,4.9,0.4,4.4,0.2,0.5,0.57,13.1,3.0,-2.7,-0.2,14.1,0.451,0.0
1300,2017,Toney Douglas,16.4,4.9,2.3,2.5,0.8,0.2,0.451,10.6,0.5,-1.5,0.1,17.4,0.524,0.0
1301,2017,Juancho Hernangómez,13.6,4.9,0.5,3.0,0.5,0.2,0.592,13.4,1.8,-0.1,0.4,14.6,0.488,0.0
1302,2017,Mario Hezonja,14.8,4.9,1.0,2.2,0.5,0.2,0.45,7.2,-0.7,-5.0,-0.7,18.8,0.354,0.0
1303,2017,Josh McRoberts,17.3,4.9,2.3,3.4,0.5,0.2,0.439,9.8,0.3,-1.6,0.0,16.9,0.5,0.0
1305,2017,Luke Babbitt,15.7,4.8,0.5,2.1,0.3,0.2,0.563,8.3,1.8,-2.0,0.0,13.0,0.5,0.0
1306,2017,Jarell Eddie,12.4,4.8,0.0,1.4,0.2,0.0,0.523,9.7,0.1,-2.4,0.0,16.2,0.293,0.0
1307,2017,Cristiano Felício,15.8,4.8,0.6,4.7,0.4,0.3,0.603,15.3,3.4,-0.7,0.3,12.4,0.5,0.0
1308,2017,Kevin Séraphin,11.4,4.7,0.5,2.9,0.1,0.4,0.559,14.4,1.0,-3.4,-0.2,19.0,0.512,0.0
1309,2017,Roy Hibbert,14.2,4.6,0.4,3.2,0.2,1.0,0.614,13.5,1.8,-2.3,0.0,14.0,0.5,0.0
1310,2017,Isaiah Canaan,15.2,4.6,0.9,1.3,0.6,0.0,0.483,8.1,0.5,-3.3,-0.2,15.4,0.5,0.0
1311,2017,Boris Diaw,17.6,4.6,2.3,2.2,0.2,0.1,0.494,9.0,1.1,-2.5,-0.1,15.6,0.622,0.0
1312,2017,Kris Humphries,12.3,4.6,0.5,3.7,0.3,0.4,0.514,13.6,1.6,-2.0,0.0,17.6,0.524,0.0
1313,2017,David West,12.6,4.6,2.2,3.0,0.6,0.7,0.571,16.6,2.6,2.8,1.0,17.9,0.817,0.0
1314,2017,Corey Brewer,15.6,4.5,1.2,2.0,0.7,0.2,0.491,9.1,1.2,-2.7,-0.2,14.3,0.5,0.0
1315,2017,Dāvis Bertāns,12.1,4.5,0.7,1.5,0.3,0.4,0.609,12.9,2.3,1.3,0.7,15.7,0.744,0.0
1316,2017,Reggie Bullock,15.1,4.5,0.9,2.1,0.6,0.1,0.538,11.7,1.0,0.3,0.3,13.4,0.451,0.0
1317,2017,C.J. Watson,16.3,4.5,1.8,1.4,0.7,0.0,0.507,9.3,0.9,-3.6,-0.4,14.1,0.354,0.0
1318,2017,Reggie Williams,13.2,4.5,0.7,1.0,0.5,0.0,0.518,11.7,0.2,-0.8,0.0,14.6,0.415,0.0
1319,2017,Pierre Jackson,10.5,4.4,2.4,1.1,0.3,0.0,0.416,13.0,0.0,-4.4,-0.1,25.3,0.402,0.0
1320,2017,Stanley Johnson,17.8,4.4,1.4,2.5,0.7,0.3,0.436,7.2,0.4,-3.0,-0.3,14.8,0.451,0.0
1321,2017,Jordan McRae,10.4,4.4,0.5,1.1,0.2,0.2,0.488,9.7,0.2,-3.7,-0.2,20.8,0.622,0.0
1322,2017,Donatas Motiejūnas,14.1,4.4,0.9,3.0,0.5,0.3,0.47,9.1,0.2,-4.3,-0.3,17.6,0.415,0.0
1323,2017,Lucas Nogueira,19.1,4.4,0.7,4.3,0.9,1.6,0.682,15.5,3.7,2.0,1.1,9.5,0.622,0.0
1324,2017,Jarrod Uthoff,12.8,4.4,1.0,2.4,0.2,0.4,0.487,13.9,0.2,-2.2,0.0,18.1,0.402,0.0
1325,2017,Noah Vonleh,17.1,4.4,0.4,5.2,0.4,0.4,0.525,10.8,1.8,-3.9,-0.6,13.1,0.5,0.0
1326,2017,Tyler Ennis,11.1,4.3,1.6,0.8,0.5,0.0,0.521,10.9,0.4,-3.2,-0.2,19.1,0.5,0.0
1327,2017,Ed Davis,17.2,4.3,0.6,5.3,0.3,0.5,0.563,11.5,1.7,-4.1,-0.4,12.0,0.5,0.0
1328,2017,Dorian Finney-Smith,20.3,4.3,0.8,2.7,0.6,0.3,0.486,7.7,1.4,-2.6,-0.3,11.6,0.402,0.0
1329,2017,K.J. McDaniels,10.3,4.2,0.3,1.7,0.4,0.4,0.555,11.5,0.5,-2.3,0.0,18.1,0.5,0.0
1330,2017,Brandon Rush,21.9,4.2,1.0,2.1,0.5,0.5,0.505,6.6,0.4,-2.5,-0.1,9.6,0.378,0.0
1331,2017,Pascal Siakam,15.6,4.2,0.3,3.4,0.5,0.8,0.523,11.5,1.6,-2.4,-0.1,13.1,0.622,0.0
1332,2017,Ron Baker,16.5,4.1,2.1,1.9,0.7,0.2,0.456,7.5,-0.1,-4.7,-0.6,14.8,0.378,0.0
1334,2017,Jason Terry,18.4,4.1,1.3,1.4,0.6,0.3,0.6,9.1,2.1,-0.9,0.4,9.8,0.512,0.0
1335,2017,Edy Tavares,14.0,4.0,0.5,5.5,0.0,3.0,0.633,21.3,0.1,3.3,0.0,13.2,0.5,0.0
1337,2017,Justin Harper,10.3,4.0,0.7,1.7,0.0,0.0,0.5,4.9,-0.1,-10.3,-0.1,22.4,0.341,0.0
1339,2017,Patrick McCaw,15.1,4.0,1.1,1.4,0.5,0.2,0.54,8.6,1.7,-2.4,-0.1,11.9,0.817,0.0
1340,2017,Anthony Brown,14.5,3.9,0.7,3.0,0.5,0.1,0.43,7.2,0.0,-4.4,-0.1,15.6,0.5,0.0
1341,2017,Jarell Martin,13.3,3.9,0.2,3.9,0.4,0.2,0.477,8.7,0.6,-5.8,-0.5,16.4,0.524,0.0
1343,2017,Kris Dunn,17.1,3.8,2.4,2.1,1.0,0.5,0.432,8.1,0.1,-2.8,-0.3,14.2,0.378,0.0
1344,2017,Jonas Jerebko,15.8,3.8,0.9,3.5,0.3,0.2,0.537,9.3,2.1,-2.4,-0.1,11.4,0.646,0.0
1347,2017,Tyus Jones,12.9,3.5,2.6,1.1,0.8,0.1,0.523,13.8,1.5,0.2,0.4,13.6,0.378,0.0
1349,2017,Brian Roberts,10.1,3.5,1.3,1.0,0.2,0.0,0.51,9.8,0.2,-4.2,-0.2,17.9,0.439,0.0
1350,2017,Rashad Vaughn,11.2,3.5,0.6,1.2,0.5,0.2,0.449,7.8,0.0,-3.6,-0.2,17.2,0.512,0.0
1351,2017,Tyler Zeller,10.3,3.5,0.8,2.4,0.1,0.4,0.508,13.0,1.0,-2.4,0.0,16.5,0.646,0.0
1352,2017,José Calderón,13.1,3.4,2.1,1.8,0.3,0.0,0.506,8.9,0.3,-3.2,-0.2,14.4,0.5,0.0
1353,2017,Kyle Anderson,14.2,3.4,1.3,2.9,0.7,0.4,0.525,12.5,2.7,1.8,1.0,12.1,0.744,0.0
1354,2017,Dragan Bender,13.3,3.4,0.5,2.4,0.2,0.5,0.44,5.3,-0.3,-5.1,-0.4,14.4,0.293,0.0
1356,2017,Jared Sullinger,10.7,3.4,0.3,2.5,0.4,0.1,0.366,6.0,-0.1,-7.2,-0.2,20.7,0.622,0.0
1360,2017,Gary Payton II,16.5,3.3,2.2,2.0,0.5,0.7,0.413,4.5,-0.2,-6.5,-0.1,15.8,0.512,0.0
1361,2017,Wade Baldwin,12.3,3.2,1.8,1.4,0.5,0.2,0.404,6.5,-0.3,-5.5,-0.3,19.1,0.524,0.0
1363,2017,Paul Pierce,11.1,3.2,0.4,1.9,0.2,0.2,0.535,5.7,0.1,-4.7,-0.2,14.8,0.622,0.0
1364,2017,Briante Weber,10.3,3.1,1.1,1.3,0.6,0.1,0.462,11.0,0.3,-3.7,-0.1,16.3,0.5,0.0
1365,2017,Maurice Ndour,10.3,3.1,0.3,2.0,0.5,0.3,0.503,11.3,0.4,-2.8,-0.1,14.3,0.378,0.0
1366,2017,Jakob Poeltl,11.6,3.1,0.2,3.1,0.3,0.4,0.589,12.2,1.6,-3.1,-0.2,12.1,0.622,0.0
1367,2017,Jarrett Jack,16.5,3.0,2.5,0.0,1.0,0.0,0.773,7.7,0.0,-1.4,0.0,9.2,0.415,0.0
1370,2017,Andrew Bogut,21.6,2.9,1.8,8.1,0.5,0.9,0.46,9.3,0.7,-2.6,-0.1,10.4,0.5,0.0
1371,2017,Lavoy Allen,14.3,2.9,0.9,3.6,0.3,0.4,0.485,11.6,1.7,-1.7,0.1,10.9,0.512,0.0
1372,2017,Alan Anderson,10.3,2.9,0.4,0.8,0.1,0.0,0.494,5.0,0.1,-6.1,-0.3,13.7,0.622,0.0
1373,2017,Semaj Christon,15.2,2.9,2.0,1.4,0.4,0.1,0.387,5.7,0.1,-5.1,-0.8,12.2,0.573,0.0
1374,2017,Salah Mejri,12.4,2.9,0.2,4.2,0.4,0.8,0.65,14.8,3.0,-0.7,0.3,10.6,0.402,0.0
1377,2017,Axel Toupane,11.8,2.8,0.0,0.3,0.3,0.3,0.611,6.2,0.1,-6.2,-0.1,8.5,0.5,0.0
1382,2017,Chinanu Onuaku,10.4,2.8,0.6,2.0,0.6,0.2,0.799,12.3,0.1,-1.5,0.0,10.4,0.671,0.0
1383,2017,Kyle Singler,12.0,2.8,0.3,1.5,0.2,0.2,0.486,5.9,0.3,-4.3,-0.2,11.2,0.573,0.0
1384,2017,Okaro White,13.5,2.8,0.6,2.3,0.3,0.3,0.507,7.5,0.6,-3.1,-0.1,10.8,0.5,0.0
1385,2017,Ömer Aşık,15.5,2.7,0.5,5.3,0.2,0.3,0.517,9.8,1.0,-3.7,-0.2,8.8,0.415,0.0
1387,2017,Marcelo Huertas,10.3,2.7,2.3,1.0,0.4,0.1,0.417,9.1,-0.1,-4.6,-0.2,17.0,0.317,0.0
1388,2017,Wesley Johnson,11.9,2.7,0.3,2.7,0.4,0.4,0.448,8.4,0.9,-2.0,0.0,12.5,0.622,0.0
1389,2017,Tomáš Satoranský,12.6,2.7,1.6,1.5,0.5,0.1,0.477,8.5,0.6,-2.4,-0.1,12.1,0.598,0.0
1393,2017,DeAndre Liggins,12.5,2.5,0.9,1.7,0.8,0.2,0.476,7.5,0.5,-2.2,0.0,11.6,0.5,0.0
1394,2017,Miles Plumlee,10.8,2.5,0.5,2.1,0.4,0.3,0.518,8.4,0.5,-5.0,-0.4,13.1,0.5,0.0
1399,2017,Mike Scott,10.8,2.5,0.9,2.1,0.2,0.2,0.36,5.9,-0.1,-5.5,-0.2,15.8,0.524,0.0
1402,2017,Greivis Vásquez,13.0,2.3,1.7,0.7,0.3,0.3,0.376,4.1,0.0,-5.5,0.0,11.3,0.244,0.0
1428,2017,Elijah Millsap,11.5,1.5,0.5,3.0,0.0,0.0,0.19,-3.4,-0.1,-19.0,-0.1,18.0,0.293,0.0
1438,2017,Mike Tobey,12.5,1.0,0.5,1.5,0.0,0.0,0.25,-0.1,0.0,-9.5,0.0,9.0,0.439,0.0
1444,2017,Isaiah Taylor,13.0,0.8,0.8,0.8,0.3,0.3,0.19,0.3,0.0,-7.8,-0.1,6.4,0.671,0.0
1454,2018,James Harden,35.4,30.4,8.8,5.4,1.8,0.7,0.619,29.8,15.4,9.9,7.7,36.1,0.793,0.955
1455,2018,Anthony Davis,36.4,28.1,2.3,11.1,1.5,2.6,0.612,28.9,13.7,6.7,5.9,30.0,0.585,0.441
1456,2018,LeBron James,36.9,27.5,9.1,8.6,1.4,0.9,0.621,28.6,14.0,8.7,8.2,31.6,0.61,0.731
1457,2018,Giannis Antetokounmpo,36.7,26.9,4.8,10.0,1.5,1.4,0.598,27.3,11.9,6.2,5.7,31.2,0.537,0.074
1458,2018,Damian Lillard,36.6,26.9,6.6,4.5,1.1,0.4,0.594,25.2,12.6,7.2,6.3,30.6,0.598,0.205
1459,2018,Stephen Curry,32.0,26.4,6.1,5.1,1.6,0.2,0.675,28.2,9.1,7.7,4.0,31.0,0.707,0.005
1460,2018,Kevin Durant,34.2,26.4,5.4,6.8,0.7,1.8,0.64,26.0,10.4,7.3,5.5,30.4,0.707,0.065
1461,2018,Russell Westbrook,36.4,25.4,10.3,10.1,1.8,0.3,0.524,24.7,10.1,6.3,6.1,34.1,0.585,0.075
1462,2018,DeMarcus Cousins,36.2,25.2,5.4,12.9,1.6,1.6,0.583,22.6,4.7,4.7,2.9,31.9,0.585,0.0
1463,2018,Devin Booker,34.5,24.9,4.7,4.5,0.9,0.3,0.561,18.1,2.4,0.9,1.4,31.7,0.256,0.0
1464,2018,Kyrie Irving,32.2,24.4,5.1,3.8,1.1,0.3,0.61,25.0,8.9,7.3,4.5,31.0,0.671,0.0
1465,2018,LaMarcus Aldridge,33.5,23.1,2.0,8.5,0.6,1.2,0.57,25.0,10.9,3.9,3.7,29.1,0.573,0.006
1466,2018,Victor Oladipo,34.0,23.1,4.3,5.2,2.4,0.8,0.577,23.1,8.2,5.8,5.0,30.1,0.585,0.002
1467,2018,DeMar DeRozan,33.9,23.0,5.2,3.9,1.1,0.3,0.555,21.0,9.6,2.8,3.2,29.6,0.72,0.032
1468,2018,Joel Embiid,30.3,22.9,3.2,11.0,0.6,1.8,0.573,22.9,6.2,3.3,2.6,33.4,0.634,0.004
1469,2018,Kristaps Porziņģis,32.4,22.7,1.2,6.6,0.8,2.4,0.539,20.4,3.2,1.8,1.5,31.0,0.354,0.0
1470,2018,Bradley Beal,36.3,22.6,4.5,4.4,1.2,0.4,0.564,18.4,6.9,2.2,3.1,27.6,0.524,0.0
1471,2018,Lou Williams,32.8,22.6,5.3,2.5,1.1,0.2,0.574,20.2,6.7,2.3,2.8,29.8,0.512,0.0
1472,2018,Jimmy Butler,36.7,22.2,4.9,5.3,2.0,0.4,0.59,23.7,8.9,5.8,4.2,24.9,0.573,0.005
1473,2018,Kemba Walker,34.2,22.1,5.6,3.1,1.1,0.3,0.572,20.6,8.6,4.0,4.2,27.4,0.439,0.0
1474,2018,Paul George,36.6,21.9,3.3,5.7,2.0,0.5,0.57,18.7,8.9,2.9,3.6,25.7,0.585,0.0
1475,2018,Blake Griffin,34.0,21.4,5.8,7.4,0.7,0.3,0.544,19.6,4.9,3.4,2.7,28.9,0.5,0.0
1476,2018,CJ McCollum,36.1,21.4,3.4,4.0,1.0,0.4,0.536,16.9,6.6,1.2,2.4,26.5,0.598,0.0
1477,2018,Karl-Anthony Towns,35.6,21.3,2.4,12.3,0.8,1.4,0.646,24.9,14.0,5.1,5.2,22.9,0.573,0.0
1478,2018,Donovan Mitchell,33.4,20.5,3.7,3.7,1.5,0.3,0.541,16.7,5.2,1.2,2.2,29.1,0.585,0.0
1479,2018,MarShon Brooks,27.6,20.1,3.6,3.0,1.6,0.4,0.629,26.1,0.7,7.1,0.4,29.8,0.268,0.0
1480,2018,Khris Middleton,36.4,20.1,4.0,5.2,1.5,0.3,0.577,17.4,6.9,0.0,1.5,24.6,0.537,0.0
1481,2018,Klay Thompson,34.3,20.0,2.5,3.8,0.8,0.5,0.598,16.0,4.9,-0.4,1.0,23.7,0.707,0.0
1482,2018,T.J. Warren,33.0,19.6,1.3,5.1,1.0,0.6,0.541,17.6,3.4,-0.7,0.7,24.9,0.256,0.0
1483,2018,Tyreke Evans,30.9,19.4,5.2,5.1,1.1,0.3,0.561,21.1,4.2,4.5,2.6,28.4,0.268,0.0
1484,2018,Dennis Schröder,31.0,19.4,6.2,3.1,1.1,0.1,0.515,17.3,2.6,-0.6,0.7,30.4,0.293,0.0
1485,2018,John Wall,34.4,19.4,9.6,3.7,1.4,1.1,0.515,19.1,2.7,3.0,1.8,29.1,0.524,0.0
1486,2018,Jrue Holiday,36.1,19.0,6.0,4.5,1.5,0.8,0.57,17.8,7.1,1.6,2.7,23.1,0.585,0.0
1487,2018,Harrison Barnes,34.2,18.9,2.0,6.1,0.6,0.2,0.539,15.8,3.8,-0.5,1.0,25.2,0.293,0.0
1488,2018,Tobias Harris,33.4,18.6,2.4,5.5,0.9,0.4,0.565,17.1,6.7,1.9,2.6,23.3,0.5,0.0
1489,2018,Chris Paul,31.8,18.6,7.9,5.4,1.7,0.2,0.604,24.4,10.2,7.1,4.2,24.5,0.793,0.0
